state,sector,gas,year,value,asset_count
Andaman and Nicobar,transportation,ch4,2021,7.7073422453446145,11
Andaman and Nicobar,transportation,ch4,2022,8.128485479065661,11
Andaman and Nicobar,transportation,ch4,2023,9.012450049310116,11
Andaman and Nicobar,transportation,ch4,2024,8.589750933033244,11
Andaman and Nicobar,transportation,ch4,2025,8.578465126023483,11
Andaman and Nicobar,transportation,co2,2021,281306.6221528312,11
Andaman and Nicobar,transportation,co2,2022,305743.66677903145,11
Andaman and Nicobar,transportation,co2,2023,350857.48772470903,11
Andaman and Nicobar,transportation,co2,2024,337830.3416077527,11
Andaman and Nicobar,transportation,co2,2025,338174.4067118966,11
Andaman and Nicobar,transportation,n2o,2021,14.41017395678393,11
Andaman and Nicobar,transportation,n2o,2022,15.256095016185817,11
Andaman and Nicobar,transportation,n2o,2023,17.770059710881696,11
Andaman and Nicobar,transportation,n2o,2024,16.610313058270307,11
Andaman and Nicobar,transportation,n2o,2025,16.539433589259843,11
Andhra Pradesh,manufacturing,ch4,2021,1.279613373123627,39
Andhra Pradesh,manufacturing,ch4,2022,1.5199047069131864,39
Andhra Pradesh,manufacturing,ch4,2023,1.6047604342572026,39
Andhra Pradesh,manufacturing,ch4,2024,1.6047604342572024,39
Andhra Pradesh,manufacturing,ch4,2025,1.6047604342572024,39
Andhra Pradesh,manufacturing,co2,2021,33134306.427913666,39
Andhra Pradesh,manufacturing,co2,2022,38497213.25550116,39
Andhra Pradesh,manufacturing,co2,2023,39375552.27710503,39
Andhra Pradesh,manufacturing,co2,2024,39490031.146765955,39
Andhra Pradesh,manufacturing,co2,2025,38430594.06944537,39
Andhra Pradesh,manufacturing,n2o,2021,0.1649092154767735,39
Andhra Pradesh,manufacturing,n2o,2022,0.1988187671386107,39
Andhra Pradesh,manufacturing,n2o,2023,0.21490377252741,39
Andhra Pradesh,manufacturing,n2o,2024,0.21490377252741,39
Andhra Pradesh,manufacturing,n2o,2025,0.21490377252741,39
Andhra Pradesh,power,ch4,2021,0.0,33
Andhra Pradesh,power,ch4,2022,0.0,33
Andhra Pradesh,power,ch4,2023,0.0,33
Andhra Pradesh,power,ch4,2024,0.0,33
Andhra Pradesh,power,ch4,2025,0.0,33
Andhra Pradesh,power,co2,2021,52909103.612,33
Andhra Pradesh,power,co2,2022,59534089.719,33
Andhra Pradesh,power,co2,2023,67914515.232,33
Andhra Pradesh,power,co2,2024,71517488.214,33
Andhra Pradesh,power,co2,2025,73438678.016,33
Andhra Pradesh,power,n2o,2021,0.0,33
Andhra Pradesh,power,n2o,2022,0.0,33
Andhra Pradesh,power,n2o,2023,0.0,33
Andhra Pradesh,power,n2o,2024,0.0,33
Andhra Pradesh,power,n2o,2025,0.0,33
Andhra Pradesh,transportation,ch4,2021,402.8233593980952,31
Andhra Pradesh,transportation,ch4,2022,424.0544969039936,31
Andhra Pradesh,transportation,ch4,2023,462.1682780317799,31
Andhra Pradesh,transportation,ch4,2024,517.2564099004986,31
Andhra Pradesh,transportation,ch4,2025,551.0129375806,31
Andhra Pradesh,transportation,co2,2021,8970708.029907225,31
Andhra Pradesh,transportation,co2,2022,9607019.303818444,31
Andhra Pradesh,transportation,co2,2023,10217672.935998252,31
Andhra Pradesh,transportation,co2,2024,11095921.275462346,31
Andhra Pradesh,transportation,co2,2025,11516974.9222058,31
Andhra Pradesh,transportation,n2o,2021,494.44795853619,31
Andhra Pradesh,transportation,n2o,2022,529.7368416173847,31
Andhra Pradesh,transportation,n2o,2023,562.2721858601437,31
Andhra Pradesh,transportation,n2o,2024,607.2312318969291,31
Andhra Pradesh,transportation,n2o,2025,628.8343385524995,31
Arunachal Pradesh,transportation,ch4,2021,14.982175009540828,26
Arunachal Pradesh,transportation,ch4,2022,16.0412167986741,26
Arunachal Pradesh,transportation,ch4,2023,18.114774638142,26
Arunachal Pradesh,transportation,ch4,2024,19.6621913135066,26
Arunachal Pradesh,transportation,ch4,2025,20.2963116980169,26
Arunachal Pradesh,transportation,co2,2021,235482.13732659424,26
Arunachal Pradesh,transportation,co2,2022,253626.75391538246,26
Arunachal Pradesh,transportation,co2,2023,290644.3537453365,26
Arunachal Pradesh,transportation,co2,2024,316478.5392599096,26
Arunachal Pradesh,transportation,co2,2025,327495.1758715843,26
Arunachal Pradesh,transportation,n2o,2021,13.768558290484295,26
Arunachal Pradesh,transportation,n2o,2022,14.780030919378085,26
Arunachal Pradesh,transportation,n2o,2023,16.79905041169751,26
Arunachal Pradesh,transportation,n2o,2024,18.248525227384743,26
Arunachal Pradesh,transportation,n2o,2025,18.855027350375035,26
Assam,manufacturing,ch4,2021,667.4999999999999,7
Assam,manufacturing,ch4,2022,629.9999999999999,7
Assam,manufacturing,ch4,2023,607.4999999999999,7
Assam,manufacturing,ch4,2024,645.1875,7
Assam,manufacturing,ch4,2025,651.9904109001001,7
Assam,manufacturing,co2,2021,981951.3574751596,7
Assam,manufacturing,co2,2022,949542.9837121789,7
Assam,manufacturing,co2,2023,1005900.284145032,7
Assam,manufacturing,co2,2024,988269.9294555079,7
Assam,manufacturing,co2,2025,968563.2622389137,7
Assam,manufacturing,n2o,2021,0.0,7
Assam,manufacturing,n2o,2022,0.0,7
Assam,manufacturing,n2o,2023,0.0,7
Assam,manufacturing,n2o,2024,0.0,7
Assam,manufacturing,n2o,2025,0.0,7
Assam,power,ch4,2021,0.0,8
Assam,power,ch4,2022,0.0,8
Assam,power,ch4,2023,0.0,8
Assam,power,ch4,2024,0.0,8
Assam,power,ch4,2025,0.0,8
Assam,power,co2,2021,4608737.0,8
Assam,power,co2,2022,4936444.0,8
Assam,power,co2,2023,5052699.0,8
Assam,power,co2,2024,4994144.6,8
Assam,power,co2,2025,4731740.0,8
Assam,power,n2o,2021,0.0,8
Assam,power,n2o,2022,0.0,8
Assam,power,n2o,2023,0.0,8
Assam,power,n2o,2024,0.0,8
Assam,power,n2o,2025,0.0,8
Assam,transportation,ch4,2021,85.17124786489116,35
Assam,transportation,ch4,2022,105.42656635438547,35
Assam,transportation,ch4,2023,138.46596393283863,35
Assam,transportation,ch4,2024,153.778433794639,35
Assam,transportation,ch4,2025,160.35579734472626,35
Assam,transportation,co2,2021,1637413.294403112,35
Assam,transportation,co2,2022,1980424.0602194194,35
Assam,transportation,co2,2023,2514271.172978601,35
Assam,transportation,co2,2024,2765664.5687707565,35
Assam,transportation,co2,2025,2883377.154801121,35
Assam,transportation,n2o,2021,84.72035634649968,35
Assam,transportation,n2o,2022,103.79379379060939,35
Assam,transportation,n2o,2023,134.1484487997081,35
Assam,transportation,n2o,2024,148.1435791148597,35
Assam,transportation,n2o,2025,154.46398040512156,35
Bihar,manufacturing,ch4,2021,0.0,1
Bihar,manufacturing,ch4,2022,0.0,1
Bihar,manufacturing,ch4,2023,0.0,1
Bihar,manufacturing,ch4,2024,0.0,1
Bihar,manufacturing,ch4,2025,0.0,1
Bihar,manufacturing,co2,2021,364293.332062737,1
Bihar,manufacturing,co2,2022,429230.9319746128,1
Bihar,manufacturing,co2,2023,366533.7570135811,1
Bihar,manufacturing,co2,2024,397844.1718534984,1
Bihar,manufacturing,co2,2025,365426.3711163696,1
Bihar,manufacturing,n2o,2021,0.0,1
Bihar,manufacturing,n2o,2022,0.0,1
Bihar,manufacturing,n2o,2023,0.0,1
Bihar,manufacturing,n2o,2024,0.0,1
Bihar,manufacturing,n2o,2025,0.0,1
Bihar,power,ch4,2021,0.0,8
Bihar,power,ch4,2022,0.0,8
Bihar,power,ch4,2023,0.0,8
Bihar,power,ch4,2024,0.0,8
Bihar,power,ch4,2025,0.0,8
Bihar,power,co2,2021,40517500.0,8
Bihar,power,co2,2022,52469400.0,8
Bihar,power,co2,2023,55496300.0,8
Bihar,power,co2,2024,58930800.0,8
Bihar,power,co2,2025,57128094.0,8
Bihar,power,n2o,2021,0.0,8
Bihar,power,n2o,2022,0.0,8
Bihar,power,n2o,2023,0.0,8
Bihar,power,n2o,2024,0.0,8
Bihar,power,n2o,2025,0.0,8
Bihar,transportation,ch4,2021,203.62979535519634,43
Bihar,transportation,ch4,2022,384.23256708816666,43
Bihar,transportation,ch4,2023,432.7608682202088,43
Bihar,transportation,ch4,2024,444.95118224925307,43
Bihar,transportation,ch4,2025,452.9515975491101,43
Bihar,transportation,co2,2021,3577373.2018562313,43
Bihar,transportation,co2,2022,6567318.840937465,43
Bihar,transportation,co2,2023,7292694.77925976,43
Bihar,transportation,co2,2024,7524310.921254317,43
Bihar,transportation,co2,2025,7708755.000108798,43
Bihar,transportation,n2o,2021,193.04107379790017,43
Bihar,transportation,n2o,2022,358.1968317637049,43
Bihar,transportation,n2o,2023,401.86700527971936,43
Bihar,transportation,n2o,2024,412.79626982228837,43
Bihar,transportation,n2o,2025,421.359862696359,43
Chandigarh,transportation,ch4,2021,12.929517098131075,3
Chandigarh,transportation,ch4,2022,13.82756859740254,3
Chandigarh,transportation,ch4,2023,14.390191351419743,3
Chandigarh,transportation,ch4,2024,14.375352660327898,3
Chandigarh,transportation,ch4,2025,14.197371111107998,3
Chandigarh,transportation,co2,2021,324596.23123002396,3
Chandigarh,transportation,co2,2022,378151.17305392626,3
Chandigarh,transportation,co2,2023,376797.83824993967,3
Chandigarh,transportation,co2,2024,371844.30991303653,3
Chandigarh,transportation,co2,2025,364692.0722154634,3
Chandigarh,transportation,n2o,2021,14.639986470195744,3
Chandigarh,transportation,n2o,2022,16.389060127109467,3
Chandigarh,transportation,n2o,2023,16.703586678518363,3
Chandigarh,transportation,n2o,2024,16.51637724672817,3
Chandigarh,transportation,n2o,2025,16.249302523114732,3
Chhattisgarh,manufacturing,ch4,2021,0.0,23
Chhattisgarh,manufacturing,ch4,2022,0.0,23
Chhattisgarh,manufacturing,ch4,2023,0.0,23
Chhattisgarh,manufacturing,ch4,2024,0.0,23
Chhattisgarh,manufacturing,ch4,2025,0.0,23
Chhattisgarh,manufacturing,co2,2021,40887958.78413287,23
Chhattisgarh,manufacturing,co2,2022,42007757.06750463,23
Chhattisgarh,manufacturing,co2,2023,45594115.94854146,23
Chhattisgarh,manufacturing,co2,2024,45828609.261189826,23
Chhattisgarh,manufacturing,co2,2025,46194254.63730489,23
Chhattisgarh,manufacturing,n2o,2021,0.0,23
Chhattisgarh,manufacturing,n2o,2022,0.0,23
Chhattisgarh,manufacturing,n2o,2023,0.0,23
Chhattisgarh,manufacturing,n2o,2024,0.0,23
Chhattisgarh,manufacturing,n2o,2025,0.0,23
Chhattisgarh,power,ch4,2021,0.0,43
Chhattisgarh,power,ch4,2022,0.0,43
Chhattisgarh,power,ch4,2023,0.0,43
Chhattisgarh,power,ch4,2024,0.0,43
Chhattisgarh,power,ch4,2025,0.0,43
Chhattisgarh,power,co2,2021,150002253.60999998,43
Chhattisgarh,power,co2,2022,150029824.75000003,43
Chhattisgarh,power,co2,2023,173100462.4,43
Chhattisgarh,power,co2,2024,176981144.35000002,43
Chhattisgarh,power,co2,2025,177710012.69,43
Chhattisgarh,power,n2o,2021,0.0,43
Chhattisgarh,power,n2o,2022,0.0,43
Chhattisgarh,power,n2o,2023,0.0,43
Chhattisgarh,power,n2o,2024,0.0,43
Chhattisgarh,power,n2o,2025,0.0,43
Chhattisgarh,transportation,ch4,2021,100.3178107827871,31
Chhattisgarh,transportation,ch4,2022,106.31877583297086,31
Chhattisgarh,transportation,ch4,2023,115.50428930542085,31
Chhattisgarh,transportation,ch4,2024,124.37102229828483,31
Chhattisgarh,transportation,ch4,2025,132.31668993682268,31
Chhattisgarh,transportation,co2,2021,1720564.5016969899,31
Chhattisgarh,transportation,co2,2022,1838443.8991043838,31
Chhattisgarh,transportation,co2,2023,1977730.0608718502,31
Chhattisgarh,transportation,co2,2024,2135834.029174653,31
Chhattisgarh,transportation,co2,2025,2275096.1899388665,31
Chhattisgarh,transportation,n2o,2021,93.77410150700875,31
Chhattisgarh,transportation,n2o,2022,99.65723903258515,31
Chhattisgarh,transportation,n2o,2023,107.91488899107334,31
Chhattisgarh,transportation,n2o,2024,116.05595853197417,31
Chhattisgarh,transportation,n2o,2025,123.51448575044476,31
Dadra and Nagar Haveli,manufacturing,ch4,2021,0.1279613373123626,1
Dadra and Nagar Haveli,manufacturing,ch4,2022,0.1519904706913186,1
Dadra and Nagar Haveli,manufacturing,ch4,2023,0.1604760434257202,1
Dadra and Nagar Haveli,manufacturing,ch4,2024,0.1604760434257202,1
Dadra and Nagar Haveli,manufacturing,ch4,2025,0.1604760434257202,1
Dadra and Nagar Haveli,manufacturing,co2,2021,758.4722166938545,1
Dadra and Nagar Haveli,manufacturing,co2,2022,856.4975593461983,1
Dadra and Nagar Haveli,manufacturing,co2,2023,902.339829554526,1
Dadra and Nagar Haveli,manufacturing,co2,2024,902.339829554526,1
Dadra and Nagar Haveli,manufacturing,co2,2025,902.339829554526,1
Dadra and Nagar Haveli,manufacturing,n2o,2021,0.0164909215476773,1
Dadra and Nagar Haveli,manufacturing,n2o,2022,0.019881876713861,1
Dadra and Nagar Haveli,manufacturing,n2o,2023,0.021490377252741,1
Dadra and Nagar Haveli,manufacturing,n2o,2024,0.021490377252741,1
Dadra and Nagar Haveli,manufacturing,n2o,2025,0.021490377252741,1
Dadra and Nagar Haveli,transportation,ch4,2021,1.396076981836319,1
Dadra and Nagar Haveli,transportation,ch4,2022,1.4932881733377672,1
Dadra and Nagar Haveli,transportation,ch4,2023,1.6252201450440376,1
Dadra and Nagar Haveli,transportation,ch4,2024,2.063922039407799,1
Dadra and Nagar Haveli,transportation,ch4,2025,2.1791381756892028,1
Dadra and Nagar Haveli,transportation,co2,2021,22975.932991062706,1
Dadra and Nagar Haveli,transportation,co2,2022,24707.11692419218,1
Dadra and Nagar Haveli,transportation,co2,2023,26797.549113967663,1
Dadra and Nagar Haveli,transportation,co2,2024,34278.94276271509,1
Dadra and Nagar Haveli,transportation,co2,2025,36177.09102337279,1
Dadra and Nagar Haveli,transportation,n2o,2021,1.2817657981170454,1
Dadra and Nagar Haveli,transportation,n2o,2022,1.3718548012472402,1
Dadra and Nagar Haveli,transportation,n2o,2023,1.4938151799288513,1
Dadra and Nagar Haveli,transportation,n2o,2024,1.8970464290999431,1
Dadra and Nagar Haveli,transportation,n2o,2025,2.0029469213346416,1
Daman and Diu,manufacturing,ch4,2021,0.3838840119370881,3
Daman and Diu,manufacturing,ch4,2022,0.4559714120739558,3
Daman and Diu,manufacturing,ch4,2023,0.4814281302771608,3
Daman and Diu,manufacturing,ch4,2024,0.4814281302771608,3
Daman and Diu,manufacturing,ch4,2025,0.4814281302771608,3
Daman and Diu,manufacturing,co2,2021,2275.416650081564,3
Daman and Diu,manufacturing,co2,2022,2569.492678038595,3
Daman and Diu,manufacturing,co2,2023,2707.019488663578,3
Daman and Diu,manufacturing,co2,2024,2707.019488663578,3
